Date,SKU Code,Quantity Sold,Category,Cost per Unit,Selling Price,Revenue
2026-02-16 16:33:11.184966,SKU26,7,Home,11.27,73.88,517.16
2026-02-17 16:33:11.184966,SKU26,3,Home,11.27,73.88,221.64
2026-02-18 16:33:11.184966,SKU26,6,Home,11.27,73.88,443.28
2026-02-19 16:33:11.184966,SKU26,6,Home,11.27,73.88,443.28
2026-02-20 16:33:11.184966,SKU26,5,Home,11.27,73.88,369.4
2026-02-21 16:33:11.184966,SKU26,6,Home,11.27,73.88,443.28
2026-02-22 16:33:11.184966,SKU26,4,Home,11.27,73.88,295.52
2026-02-23 16:33:11.184966,SKU26,2,Home,11.27,73.88,147.76
2026-02-24 16:33:11.184966,SKU26,5,Home,11.27,73.88,369.4
2026-02-25 16:33:11.184966,SKU26,3,Home,11.27,73.88,221.64
2026-02-26 16:33:11.184966,SKU26,5,Home,11.27,73.88,369.4
2026-02-27 16:33:11.184966,SKU26,7,Home,11.27,73.88,517.16
2026-02-28 16:33:11.184966,SKU26,3,Home,11.27,73.88,221.64
2026-03-01 16:33:11.184966,SKU26,3,Home,11.27,73.88,221.64
2026-03-02 16:33:11.184966,SKU26,7,Home,11.27,73.88,517.16
2026-03-03 16:33:11.184966,SKU26,8,Home,11.27,73.88,591.04
2026-03-04 16:33:11.184966,SKU26,7,Home,11.27,73.88,517.16
2026-03-05 16:33:11.184966,SKU26,6,Home,11.27,73.88,443.28
2026-03-06 16:33:11.184966,SKU26,10,Home,11.27,73.88,738.8
2026-03-07 16:33:11.184966,SKU26,7,Home,11.27,73.88,517.16
2026-03-08 16:33:11.184966,SKU26,6,Home,11.27,73.88,443.28
2026-03-09 16:33:11.184966,SKU26,5,Home,11.27,73.88,369.4
2026-02-08 16:33:11.184966,SKU27,11,Home,32.2,50.95,560.45
2026-02-09 16:33:11.184966,SKU27,3,Home,32.2,50.95,152.85000000000002
2026-02-10 16:33:11.184966,SKU27,2,Home,32.2,50.95,101.9
2026-02-11 16:33:11.184966,SKU27,3,Home,32.2,50.95,152.85000000000002
2026-02-12 16:33:11.184966,SKU27,8,Home,32.2,50.95,407.6
2026-02-13 16:33:11.184966,SKU27,9,Home,32.2,50.95,458.55
2026-02-14 16:33:11.184966,SKU27,3,Home,32.2,50.95,152.85000000000002
2026-02-15 16:33:11.184966,SKU27,8,Home,32.2,50.95,407.6
2026-02-16 16:33:11.184966,SKU27,4,Home,32.2,50.95,203.8
2026-02-17 16:33:11.184966,SKU27,1,Home,32.2,50.95,50.95
2026-02-18 16:33:11.184966,SKU27,8,Home,32.2,50.95,407.6
2026-02-19 16:33:11.184966,SKU27,9,Home,32.2,50.95,458.55
2026-02-20 16:33:11.184966,SKU27,5,Home,32.2,50.95,254.75
2026-02-21 16:33:11.184966,SKU27,12,Home,32.2,50.95,611.4000000000001
2026-02-22 16:33:11.184966,SKU27,4,Home,32.2,50.95,203.8
2026-02-23 16:33:11.184966,SKU27,6,Home,32.2,50.95,305.70000000000005
2026-02-24 16:33:11.184966,SKU27,4,Home,32.2,50.95,203.8
2026-02-25 16:33:11.184966,SKU27,6,Home,32.2,50.95,305.70000000000005
2026-02-26 16:33:11.184966,SKU27,4,Home,32.2,50.95,203.8
2026-02-27 16:33:11.184966,SKU27,3,Home,32.2,50.95,152.85000000000002
2026-02-28 16:33:11.184966,SKU27,7,Home,32.2,50.95,356.65000000000003
2026-03-01 16:33:11.184966,SKU27,5,Home,32.2,50.95,254.75
2026-03-02 16:33:11.184966,SKU27,3,Home,32.2,50.95,152.85000000000002
2026-03-03 16:33:11.184966,SKU27,11,Home,32.2,50.95,560.45
2026-03-04 16:33:11.184966,SKU27,4,Home,32.2,50.95,203.8
2026-03-05 16:33:11.184966,SKU27,7,Home,32.2,50.95,356.65000000000003
2026-03-06 16:33:11.184966,SKU27,3,Home,32.2,50.95,152.85000000000002
2026-03-07 16:33:11.184966,SKU27,4,Home,32.2,50.95,203.8
2026-03-08 16:33:11.184966,SKU27,4,Home,32.2,50.95,203.8
2026-03-09 16:33:11.184966,SKU27,6,Home,32.2,50.95,305.70000000000005
2026-02-08 16:33:11.184966,SKU28,4,Clothing,29.29,113.41,453.64
2026-02-09 16:33:11.184966,SKU28,1,Clothing,29.29,113.41,113.41
2026-02-10 16:33:11.184966,SKU28,3,Clothing,29.29,113.41,340.23
2026-02-11 16:33:11.184966,SKU28,4,Clothing,29.29,113.41,453.64
2026-02-12 16:33:11.184966,SKU28,1,Clothing,29.29,113.41,113.41
2026-02-13 16:33:11.184966,SKU28,6,Clothing,29.29,113.41,680.46
2026-02-14 16:33:11.184966,SKU28,9,Clothing,29.29,113.41,1020.6899999999999
2026-02-15 16:33:11.184966,SKU28,4,Clothing,29.29,113.41,453.64
2026-02-16 16:33:11.184966,SKU28,5,Clothing,29.29,113.41,567.05
2026-02-17 16:33:11.184966,SKU28,3,Clothing,29.29,113.41,340.23
2026-02-18 16:33:11.184966,SKU28,3,Clothing,29.29,113.41,340.23
2026-02-19 16:33:11.184966,SKU28,5,Clothing,29.29,113.41,567.05
2026-02-20 16:33:11.184966,SKU28,8,Clothing,29.29,113.41,907.28
2026-02-21 16:33:11.184966,SKU28,3,Clothing,29.29,113.41,340.23
2026-02-22 16:33:11.184966,SKU28,2,Clothing,29.29,113.41,226.82
2026-02-23 16:33:11.184966,SKU28,4,Clothing,29.29,113.41,453.64
2026-02-24 16:33:11.184966,SKU28,9,Clothing,29.29,113.41,1020.6899999999999
2026-02-25 16:33:11.184966,SKU28,3,Clothing,29.29,113.41,340.23
2026-02-26 16:33:11.184966,SKU28,5,Clothing,29.29,113.41,567.05
2026-02-27 16:33:11.184966,SKU28,6,Clothing,29.29,113.41,680.46
2026-02-28 16:33:11.184966,SKU28,3,Clothing,29.29,113.41,340.23
2026-03-01 16:33:11.184966,SKU28,7,Clothing,29.29,113.41,793.87
2026-03-02 16:33:11.184966,SKU28,8,Clothing,29.29,113.41,907.28
2026-03-03 16:33:11.184966,SKU28,7,Clothing,29.29,113.41,793.87
2026-03-04 16:33:11.184966,SKU28,6,Clothing,29.29,113.41,680.46
2026-03-05 16:33:11.184966,SKU28,7,Clothing,29.29,113.41,793.87
2026-03-06 16:33:11.184966,SKU28,8,Clothing,29.29,113.41,907.28
2026-03-07 16:33:11.184966,SKU28,2,Clothing,29.29,113.41,226.82
2026-03-08 16:33:11.184966,SKU28,7,Clothing,29.29,113.41,793.87
2026-03-09 16:33:11.184966,SKU28,6,Clothing,29.29,113.41,680.46
2026-02-08 16:33:11.184966,SKU29,7,Sports,14.14,117.1,819.6999999999999
2026-02-09 16:33:11.184966,SKU29,1,Sports,14.14,117.1,117.1
2026-02-10 16:33:11.184966,SKU29,7,Sports,14.14,117.1,819.6999999999999
2026-02-11 16:33:11.184966,SKU29,9,Sports,14.14,117.1,1053.8999999999999
2026-02-12 16:33:11.184966,SKU29,7,Sports,14.14,117.1,819.6999999999999
2026-02-13 16:33:11.184966,SKU29,2,Sports,14.14,117.1,234.2
2026-02-14 16:33:11.184966,SKU29,2,Sports,14.14,117.1,234.2
2026-02-15 16:33:11.184966,SKU29,8,Sports,14.14,117.1,936.8
2026-02-16 16:33:11.184966,SKU29,4,Sports,14.14,117.1,468.4
2026-02-17 16:33:11.184966,SKU29,5,Sports,14.14,117.1,585.5
2026-02-18 16:33:11.184966,SKU29,6,Sports,14.14,117.1,702.5999999999999
2026-02-19 16:33:11.184966,SKU29,5,Sports,14.14,117.1,585.5
2026-02-20 16:33:11.184966,SKU29,7,Sports,14.14,117.1,819.6999999999999
2026-02-21 16:33:11.184966,SKU29,4,Sports,14.14,117.1,468.4
2026-02-22 16:33:11.184966,SKU29,4,Sports,14.14,117.1,468.4
2026-02-23 16:33:11.184966,SKU29,4,Sports,14.14,117.1,468.4
2026-02-24 16:33:11.184966,SKU29,2,Sports,14.14,117.1,234.2
2026-02-25 16:33:11.184966,SKU29,9,Sports,14.14,117.1,1053.8999999999999
2026-02-26 16:33:11.184966,SKU29,7,Sports,14.14,117.1,819.6999999999999
2026-02-27 16:33:11.184966,SKU29,9,Sports,14.14,117.1,1053.8999999999999
2026-02-28 16:33:11.184966,SKU29,6,Sports,14.14,117.1,702.5999999999999
2026-03-01 16:33:11.184966,SKU29,4,Sports,14.14,117.1,468.4
2026-03-02 16:33:11.184966,SKU29,4,Sports,14.14,117.1,468.4
2026-03-03 16:33:11.184966,SKU29,5,Sports,14.14,117.1,585.5
2026-03-04 16:33:11.184966,SKU29,4,Sports,14.14,117.1,468.4
2026-03-05 16:33:11.184966,SKU29,6,Sports,14.14,117.1,702.5999999999999
2026-03-06 16:33:11.184966,SKU29,4,Sports,14.14,117.1,468.4
2026-03-07 16:33:11.184966,SKU29,5,Sports,14.14,117.1,585.5
2026-03-08 16:33:11.184966,SKU29,5,Sports,14.14,117.1,585.5
2026-03-09 16:33:11.184966,SKU29,7,Sports,14.14,117.1,819.6999999999999
2026-02-08 16:33:11.184966,SKU30,6,Sports,47.43,41.23,247.38
2026-02-09 16:33:11.184966,SKU30,4,Sports,47.43,41.23,164.92
2026-02-10 16:33:11.184966,SKU30,8,Sports,47.43,41.23,329.84
2026-02-11 16:33:11.184966,SKU30,5,Sports,47.43,41.23,206.14999999999998
2026-02-12 16:33:11.184966,SKU30,6,Sports,47.43,41.23,247.38
2026-02-13 16:33:11.184966,SKU30,4,Sports,47.43,41.23,164.92
2026-02-14 16:33:11.184966,SKU30,3,Sports,47.43,41.23,123.69
2026-02-15 16:33:11.184966,SKU30,4,Sports,47.43,41.23,164.92
2026-02-16 16:33:11.184966,SKU30,3,Sports,47.43,41.23,123.69
2026-02-17 16:33:11.184966,SKU30,5,Sports,47.43,41.23,206.14999999999998
2026-02-18 16:33:11.184966,SKU30,5,Sports,47.43,41.23,206.14999999999998
2026-02-19 16:33:11.184966,SKU30,3,Sports,47.43,41.23,123.69
2026-02-20 16:33:11.184966,SKU30,8,Sports,47.43,41.23,329.84
2026-02-21 16:33:11.184966,SKU30,3,Sports,47.43,41.23,123.69
2026-02-22 16:33:11.184966,SKU30,6,Sports,47.43,41.23,247.38
2026-02-23 16:33:11.184966,SKU30,7,Sports,47.43,41.23,288.60999999999996
2026-02-24 16:33:11.184966,SKU30,8,Sports,47.43,41.23,329.84
2026-02-26 16:33:11.184966,SKU30,6,Sports,47.43,41.23,247.38
2026-02-27 16:33:11.184966,SKU30,6,Sports,47.43,41.23,247.38
2026-02-28 16:33:11.184966,SKU30,4,Sports,47.43,41.23,164.92
2026-03-01 16:33:11.184966,SKU30,9,Sports,47.43,41.23,371.07
2026-03-02 16:33:11.184966,SKU30,6,Sports,47.43,41.23,247.38
2026-03-03 16:33:11.184966,SKU30,7,Sports,47.43,41.23,288.60999999999996
2026-03-04 16:33:11.184966,SKU30,2,Sports,47.43,41.23,82.46
2026-03-05 16:33:11.184966,SKU30,3,Sports,47.43,41.23,123.69
2026-03-06 16:33:11.184966,SKU30,10,Sports,47.43,41.23,412.29999999999995
2026-03-07 16:33:11.184966,SKU30,6,Sports,47.43,41.23,247.38
2026-03-08 16:33:11.184966,SKU30,5,Sports,47.43,41.23,206.14999999999998
2026-03-09 16:33:11.184966,SKU30,1,Sports,47.43,41.23,41.23
2026-02-08 16:33:11.184966,SKU31,8,Home,31.95,43.59,348.72
2026-02-09 16:33:11.184966,SKU31,3,Home,31.95,43.59,130.77
2026-02-10 16:33:11.184966,SKU31,5,Home,31.95,43.59,217.95000000000002
2026-02-11 16:33:11.184966,SKU31,3,Home,31.95,43.59,130.77
2026-02-12 16:33:11.184966,SKU31,5,Home,31.95,43.59,217.95000000000002
2026-02-13 16:33:11.184966,SKU31,9,Home,31.95,43.59,392.31000000000006
2026-02-14 16:33:11.184966,SKU31,5,Home,31.95,43.59,217.95000000000002
2026-02-15 16:33:11.184966,SKU31,4,Home,31.95,43.59,174.36
2026-02-16 16:33:11.184966,SKU31,6,Home,31.95,43.59,261.54
2026-02-17 16:33:11.184966,SKU31,4,Home,31.95,43.59,174.36
2026-02-18 16:33:11.184966,SKU31,8,Home,31.95,43.59,348.72
2026-02-19 16:33:11.184966,SKU31,8,Home,31.95,43.59,348.72
2026-02-20 16:33:11.184966,SKU31,12,Home,31.95,43.59,523.08
2026-02-21 16:33:11.184966,SKU31,4,Home,31.95,43.59,174.36
2026-02-22 16:33:11.184966,SKU31,5,Home,31.95,43.59,217.95000000000002
2026-02-23 16:33:11.184966,SKU31,4,Home,31.95,43.59,174.36
2026-02-24 16:33:11.184966,SKU31,5,Home,31.95,43.59,217.95000000000002
2026-02-25 16:33:11.184966,SKU31,2,Home,31.95,43.59,87.18
2026-02-26 16:33:11.184966,SKU31,4,Home,31.95,43.59,174.36
2026-02-27 16:33:11.184966,SKU31,8,Home,31.95,43.59,348.72
2026-02-28 16:33:11.184966,SKU31,4,Home,31.95,43.59,174.36
2026-03-01 16:33:11.184966,SKU31,3,Home,31.95,43.59,130.77
2026-03-02 16:33:11.184966,SKU31,7,Home,31.95,43.59,305.13
2026-03-03 16:33:11.184966,SKU31,4,Home,31.95,43.59,174.36
2026-03-04 16:33:11.184966,SKU31,4,Home,31.95,43.59,174.36
2026-03-05 16:33:11.184966,SKU31,1,Home,31.95,43.59,43.59
2026-03-06 16:33:11.184966,SKU31,4,Home,31.95,43.59,174.36
2026-03-07 16:33:11.184966,SKU31,7,Home,31.95,43.59,305.13
2026-03-08 16:33:11.184966,SKU31,5,Home,31.95,43.59,217.95000000000002
2026-03-09 16:33:11.184966,SKU31,2,Home,31.95,43.59,87.18
2026-02-08 16:33:11.184966,SKU32,3,Sports,36.27,63.42,190.26
2026-02-09 16:33:11.184966,SKU32,7,Sports,36.27,63.42,443.94
2026-02-10 16:33:11.184966,SKU32,1,Sports,36.27,63.42,63.42
2026-02-11 16:33:11.184966,SKU32,3,Sports,36.27,63.42,190.26
2026-02-12 16:33:11.184966,SKU32,5,Sports,36.27,63.42,317.1
2026-02-13 16:33:11.184966,SKU32,3,Sports,36.27,63.42,190.26
2026-02-14 16:33:11.184966,SKU32,4,Sports,36.27,63.42,253.68
2026-02-15 16:33:11.184966,SKU32,1,Sports,36.27,63.42,63.42
2026-02-16 16:33:11.184966,SKU32,7,Sports,36.27,63.42,443.94
2026-02-17 16:33:11.184966,SKU32,3,Sports,36.27,63.42,190.26
2026-02-18 16:33:11.184966,SKU32,10,Sports,36.27,63.42,634.2
2026-02-19 16:33:11.184966,SKU32,6,Sports,36.27,63.42,380.52
2026-02-20 16:33:11.184966,SKU32,2,Sports,36.27,63.42,126.84
2026-02-22 16:33:11.184966,SKU32,7,Sports,36.27,63.42,443.94
2026-02-23 16:33:11.184966,SKU32,3,Sports,36.27,63.42,190.26
2026-02-24 16:33:11.184966,SKU32,4,Sports,36.27,63.42,253.68
2026-02-25 16:33:11.184966,SKU32,3,Sports,36.27,63.42,190.26
2026-02-26 16:33:11.184966,SKU32,5,Sports,36.27,63.42,317.1
2026-02-27 16:33:11.184966,SKU32,7,Sports,36.27,63.42,443.94
2026-03-01 16:33:11.184966,SKU32,8,Sports,36.27,63.42,507.36
2026-03-02 16:33:11.184966,SKU32,1,Sports,36.27,63.42,63.42
2026-03-03 16:33:11.184966,SKU32,5,Sports,36.27,63.42,317.1
2026-03-04 16:33:11.184966,SKU32,5,Sports,36.27,63.42,317.1
2026-03-05 16:33:11.184966,SKU32,6,Sports,36.27,63.42,380.52
2026-03-06 16:33:11.184966,SKU32,8,Sports,36.27,63.42,507.36
2026-03-07 16:33:11.184966,SKU32,6,Sports,36.27,63.42,380.52
2026-03-08 16:33:11.184966,SKU32,4,Sports,36.27,63.42,253.68
2026-03-09 16:33:11.184966,SKU32,6,Sports,36.27,63.42,380.52
2026-02-08 16:33:11.184966,SKU33,6,Sports,44.62,59.33,355.98
2026-02-09 16:33:11.184966,SKU33,2,Sports,44.62,59.33,118.66
2026-02-10 16:33:11.184966,SKU33,7,Sports,44.62,59.33,415.31
2026-02-11 16:33:11.184966,SKU33,4,Sports,44.62,59.33,237.32
2026-02-12 16:33:11.184966,SKU33,8,Sports,44.62,59.33,474.64
2026-02-13 16:33:11.184966,SKU33,3,Sports,44.62,59.33,177.99
2026-02-14 16:33:11.184966,SKU33,3,Sports,44.62,59.33,177.99
2026-02-15 16:33:11.184966,SKU33,3,Sports,44.62,59.33,177.99
2026-02-16 16:33:11.184966,SKU33,8,Sports,44.62,59.33,474.64
2026-02-17 16:33:11.184966,SKU33,5,Sports,44.62,59.33,296.65
2026-02-18 16:33:11.184966,SKU33,2,Sports,44.62,59.33,118.66
2026-02-19 16:33:11.184966,SKU33,5,Sports,44.62,59.33,296.65
2026-02-20 16:33:11.184966,SKU33,6,Sports,44.62,59.33,355.98
2026-02-21 16:33:11.184966,SKU33,7,Sports,44.62,59.33,415.31
2026-02-22 16:33:11.184966,SKU33,1,Sports,44.62,59.33,59.33
2026-02-23 16:33:11.184966,SKU33,4,Sports,44.62,59.33,237.32
2026-02-24 16:33:11.184966,SKU33,5,Sports,44.62,59.33,296.65
2026-02-25 16:33:11.184966,SKU33,9,Sports,44.62,59.33,533.97
2026-02-26 16:33:11.184966,SKU33,3,Sports,44.62,59.33,177.99
2026-02-27 16:33:11.184966,SKU33,4,Sports,44.62,59.33,237.32
2026-02-28 16:33:11.184966,SKU33,9,Sports,44.62,59.33,533.97
2026-03-01 16:33:11.184966,SKU33,4,Sports,44.62,59.33,237.32
2026-03-02 16:33:11.184966,SKU33,4,Sports,44.62,59.33,237.32
2026-03-03 16:33:11.184966,SKU33,3,Sports,44.62,59.33,177.99
2026-03-04 16:33:11.184966,SKU33,3,Sports,44.62,59.33,177.99
2026-03-05 16:33:11.184966,SKU33,6,Sports,44.62,59.33,355.98
2026-03-06 16:33:11.184966,SKU33,4,Sports,44.62,59.33,237.32
2026-03-07 16:33:11.184966,SKU33,8,Sports,44.62,59.33,474.64
2026-03-08 16:33:11.184966,SKU33,6,Sports,44.62,59.33,355.98
2026-03-09 16:33:11.184966,SKU33,4,Sports,44.62,59.33,237.32
2026-02-08 16:33:11.184966,SKU34,5,Electronics,33.1,119.39,596.95
2026-02-09 16:33:11.184966,SKU34,10,Electronics,33.1,119.39,1193.9
2026-02-10 16:33:11.184966,SKU34,7,Electronics,33.1,119.39,835.73
2026-02-11 16:33:11.184966,SKU34,4,Electronics,33.1,119.39,477.56
2026-02-12 16:33:11.184966,SKU34,2,Electronics,33.1,119.39,238.78
2026-02-13 16:33:11.184966,SKU34,9,Electronics,33.1,119.39,1074.51
2026-02-14 16:33:11.184966,SKU34,3,Electronics,33.1,119.39,358.17
2026-02-15 16:33:11.184966,SKU34,8,Electronics,33.1,119.39,955.12
2026-02-16 16:33:11.184966,SKU34,3,Electronics,33.1,119.39,358.17
2026-02-17 16:33:11.184966,SKU34,4,Electronics,33.1,119.39,477.56
2026-02-18 16:33:11.184966,SKU34,4,Electronics,33.1,119.39,477.56
2026-02-19 16:33:11.184966,SKU34,1,Electronics,33.1,119.39,119.39
2026-02-20 16:33:11.184966,SKU34,4,Electronics,33.1,119.39,477.56
2026-02-21 16:33:11.184966,SKU34,7,Electronics,33.1,119.39,835.73
2026-02-22 16:33:11.184966,SKU34,2,Electronics,33.1,119.39,238.78
2026-02-23 16:33:11.184966,SKU34,4,Electronics,33.1,119.39,477.56
2026-02-24 16:33:11.184966,SKU34,3,Electronics,33.1,119.39,358.17
2026-02-25 16:33:11.184966,SKU34,4,Electronics,33.1,119.39,477.56
2026-02-26 16:33:11.184966,SKU34,1,Electronics,33.1,119.39,119.39
2026-02-27 16:33:11.184966,SKU34,3,Electronics,33.1,119.39,358.17
2026-02-28 16:33:11.184966,SKU34,5,Electronics,33.1,119.39,596.95
2026-03-01 16:33:11.184966,SKU34,5,Electronics,33.1,119.39,596.95
2026-03-02 16:33:11.184966,SKU34,9,Electronics,33.1,119.39,1074.51
2026-03-03 16:33:11.184966,SKU34,8,Electronics,33.1,119.39,955.12
2026-03-04 16:33:11.184966,SKU34,6,Electronics,33.1,119.39,716.34
2026-03-05 16:33:11.184966,SKU34,5,Electronics,33.1,119.39,596.95
2026-03-06 16:33:11.184966,SKU34,5,Electronics,33.1,119.39,596.95
2026-03-07 16:33:11.184966,SKU34,3,Electronics,33.1,119.39,358.17
2026-03-08 16:33:11.184966,SKU34,2,Electronics,33.1,119.39,238.78
2026-03-09 16:33:11.184966,SKU34,9,Electronics,33.1,119.39,1074.51
2026-02-08 16:33:11.184966,SKU35,8,Home,18.3,29.35,234.8
2026-02-09 16:33:11.184966,SKU35,5,Home,18.3,29.35,146.75
2026-02-10 16:33:11.184966,SKU35,3,Home,18.3,29.35,88.05000000000001
2026-02-11 16:33:11.184966,SKU35,7,Home,18.3,29.35,205.45000000000002
2026-02-12 16:33:11.184966,SKU35,5,Home,18.3,29.35,146.75
2026-02-13 16:33:11.184966,SKU35,3,Home,18.3,29.35,88.05000000000001
2026-02-15 16:33:11.184966,SKU35,6,Home,18.3,29.35,176.10000000000002
2026-02-16 16:33:11.184966,SKU35,3,Home,18.3,29.35,88.05000000000001
2026-02-17 16:33:11.184966,SKU35,5,Home,18.3,29.35,146.75
2026-02-18 16:33:11.184966,SKU35,6,Home,18.3,29.35,176.10000000000002
2026-02-19 16:33:11.184966,SKU35,3,Home,18.3,29.35,88.05000000000001
2026-02-20 16:33:11.184966,SKU35,7,Home,18.3,29.35,205.45000000000002
2026-02-21 16:33:11.184966,SKU35,3,Home,18.3,29.35,88.05000000000001
2026-02-22 16:33:11.184966,SKU35,5,Home,18.3,29.35,146.75
2026-02-23 16:33:11.184966,SKU35,5,Home,18.3,29.35,146.75
2026-02-24 16:33:11.184966,SKU35,8,Home,18.3,29.35,234.8
2026-02-25 16:33:11.184966,SKU35,7,Home,18.3,29.35,205.45000000000002
2026-02-26 16:33:11.184966,SKU35,4,Home,18.3,29.35,117.4
2026-02-27 16:33:11.184966,SKU35,10,Home,18.3,29.35,293.5
2026-02-28 16:33:11.184966,SKU35,1,Home,18.3,29.35,29.35
2026-03-01 16:33:11.184966,SKU35,8,Home,18.3,29.35,234.8
2026-03-02 16:33:11.184966,SKU35,5,Home,18.3,29.35,146.75
2026-03-03 16:33:11.184966,SKU35,2,Home,18.3,29.35,58.7
2026-03-04 16:33:11.184966,SKU35,2,Home,18.3,29.35,58.7
2026-03-05 16:33:11.184966,SKU35,5,Home,18.3,29.35,146.75
2026-03-06 16:33:11.184966,SKU35,6,Home,18.3,29.35,176.10000000000002
2026-03-07 16:33:11.184966,SKU35,4,Home,18.3,29.35,117.4
2026-03-08 16:33:11.184966,SKU35,5,Home,18.3,29.35,146.75
2026-03-09 16:33:11.184966,SKU35,5,Home,18.3,29.35,146.75
2026-02-08 16:33:11.184966,SKU36,3,Beauty,9.75,11.99,35.97
2026-02-09 16:33:11.184966,SKU36,5,Beauty,9.75,11.99,59.95
2026-02-10 16:33:11.184966,SKU36,7,Beauty,9.75,11.99,83.93
2026-02-11 16:33:11.184966,SKU36,6,Beauty,9.75,11.99,71.94
2026-02-12 16:33:11.184966,SKU36,5,Beauty,9.75,11.99,59.95
2026-02-13 16:33:11.184966,SKU36,7,Beauty,9.75,11.99,83.93
2026-02-14 16:33:11.184966,SKU36,2,Beauty,9.75,11.99,23.98
2026-02-15 16:33:11.184966,SKU36,6,Beauty,9.75,11.99,71.94
2026-02-16 16:33:11.184966,SKU36,6,Beauty,9.75,11.99,71.94
2026-02-17 16:33:11.184966,SKU36,9,Beauty,9.75,11.99,107.91
2026-02-18 16:33:11.184966,SKU36,4,Beauty,9.75,11.99,47.96
2026-02-19 16:33:11.184966,SKU36,2,Beauty,9.75,11.99,23.98
2026-02-20 16:33:11.184966,SKU36,4,Beauty,9.75,11.99,47.96
2026-02-21 16:33:11.184966,SKU36,4,Beauty,9.75,11.99,47.96
2026-02-22 16:33:11.184966,SKU36,6,Beauty,9.75,11.99,71.94
2026-02-23 16:33:11.184966,SKU36,6,Beauty,9.75,11.99,71.94
2026-02-24 16:33:11.184966,SKU36,7,Beauty,9.75,11.99,83.93
2026-02-25 16:33:11.184966,SKU36,6,Beauty,9.75,11.99,71.94
2026-02-26 16:33:11.184966,SKU36,5,Beauty,9.75,11.99,59.95
2026-02-27 16:33:11.184966,SKU36,4,Beauty,9.75,11.99,47.96
2026-02-28 16:33:11.184966,SKU36,5,Beauty,9.75,11.99,59.95
2026-03-01 16:33:11.184966,SKU36,5,Beauty,9.75,11.99,59.95
2026-03-02 16:33:11.184966,SKU36,2,Beauty,9.75,11.99,23.98
2026-03-03 16:33:11.184966,SKU36,7,Beauty,9.75,11.99,83.93
2026-03-04 16:33:11.184966,SKU36,2,Beauty,9.75,11.99,23.98
2026-03-05 16:33:11.184966,SKU36,3,Beauty,9.75,11.99,35.97
2026-03-06 16:33:11.184966,SKU36,5,Beauty,9.75,11.99,59.95
2026-03-07 16:33:11.184966,SKU36,3,Beauty,9.75,11.99,35.97
2026-03-08 16:33:11.184966,SKU36,4,Beauty,9.75,11.99,47.96
2026-03-09 16:33:11.184966,SKU36,5,Beauty,9.75,11.99,59.95
2026-02-08 16:33:11.184966,SKU37,4,Home,25.54,64.33,257.32
2026-02-09 16:33:11.184966,SKU37,5,Home,25.54,64.33,321.65
2026-02-10 16:33:11.184966,SKU37,2,Home,25.54,64.33,128.66
2026-02-11 16:33:11.184966,SKU37,3,Home,25.54,64.33,192.99
2026-02-12 16:33:11.184966,SKU37,3,Home,25.54,64.33,192.99
2026-02-13 16:33:11.184966,SKU37,7,Home,25.54,64.33,450.31
2026-02-14 16:33:11.184966,SKU37,7,Home,25.54,64.33,450.31
2026-02-15 16:33:11.184966,SKU37,9,Home,25.54,64.33,578.97
2026-02-16 16:33:11.184966,SKU37,3,Home,25.54,64.33,192.99
2026-02-17 16:33:11.184966,SKU37,3,Home,25.54,64.33,192.99
2026-02-18 16:33:11.184966,SKU37,6,Home,25.54,64.33,385.98
2026-02-19 16:33:11.184966,SKU37,7,Home,25.54,64.33,450.31
2026-02-20 16:33:11.184966,SKU37,4,Home,25.54,64.33,257.32
2026-02-21 16:33:11.184966,SKU37,6,Home,25.54,64.33,385.98
2026-02-22 16:33:11.184966,SKU37,8,Home,25.54,64.33,514.64
2026-02-23 16:33:11.184966,SKU37,3,Home,25.54,64.33,192.99
2026-02-24 16:33:11.184966,SKU37,4,Home,25.54,64.33,257.32
2026-02-25 16:33:11.184966,SKU37,9,Home,25.54,64.33,578.97
2026-02-26 16:33:11.184966,SKU37,6,Home,25.54,64.33,385.98
2026-02-27 16:33:11.184966,SKU37,3,Home,25.54,64.33,192.99
2026-02-28 16:33:11.184966,SKU37,3,Home,25.54,64.33,192.99
2026-03-01 16:33:11.184966,SKU37,5,Home,25.54,64.33,321.65
2026-03-02 16:33:11.184966,SKU37,8,Home,25.54,64.33,514.64
2026-03-03 16:33:11.184966,SKU37,2,Home,25.54,64.33,128.66
2026-03-04 16:33:11.184966,SKU37,5,Home,25.54,64.33,321.65
2026-03-05 16:33:11.184966,SKU37,7,Home,25.54,64.33,450.31
2026-03-06 16:33:11.184966,SKU37,5,Home,25.54,64.33,321.65
2026-03-07 16:33:11.184966,SKU37,7,Home,25.54,64.33,450.31
2026-03-08 16:33:11.184966,SKU37,9,Home,25.54,64.33,578.97
2026-03-09 16:33:11.184966,SKU37,2,Home,25.54,64.33,128.66
2026-02-08 16:33:11.184966,SKU38,2,Beauty,14.83,29.67,59.34
2026-02-09 16:33:11.184966,SKU38,6,Beauty,14.83,29.67,178.02
2026-02-10 16:33:11.184966,SKU38,4,Beauty,14.83,29.67,118.68
2026-02-11 16:33:11.184966,SKU38,6,Beauty,14.83,29.67,178.02
2026-02-12 16:33:11.184966,SKU38,5,Beauty,14.83,29.67,148.35000000000002
